timestamp,NO2,PM10,PM25
2016-03-30 02:00:00,57.4,14.0,6.2
2016-03-30 03:00:00,62.6,15.7,7.2
2016-03-30 04:00:00,78.9,16.0,6.3
2016-03-30 05:00:00,111.1,22.3,11.1
2016-03-30 06:00:00,146.3,25.7,11.9
2016-03-30 07:00:00,129.0,24.0,12.8
2016-03-30 08:00:00,140.8,33.5,19.4
2016-03-30 09:00:00,126.2,30.1,17.3
2016-03-30 10:00:00,97.7,18.5,10.4
2016-03-30 11:00:00,102.7,19.4,10.2
2016-03-30 12:00:00,117.5,23.1,14.3
2016-03-30 13:00:00,80.6,17.1,9.1
2016-03-30 14:00:00,74.0,15.6,8.5
2016-03-30 15:00:00,87.8,14.6,6.6
2016-03-30 16:00:00,106.3,20.4,11.5
2016-03-30 17:00:00,80.0,21.0,16.9
2016-03-30 18:00:00,76.2,12.1,9.2
2016-03-30 19:00:00,101.6,21.3,15.0
2016-03-30 20:00:00,144.1,33.0,21.6
2016-03-30 21:00:00,132.4,27.8,18.6
2016-03-30 22:00:00,122.6,28.4,20.2
2016-03-30 23:00:00,104.9,19.0,11.6
2016-03-31 00:00:00,72.3,12.9,9.4
2016-03-31 01:00:00,52.4,9.2,6.9
2016-03-31 02:00:00,39.4,9.9,8.2
2016-03-31 03:00:00,47.7,11.2,8.8
2016-03-31 04:00:00,48.2,12.0,8.6
2016-03-31 05:00:00,75.1,15.0,10.7
2016-03-31 06:00:00,91.3,16.4,10.8
2016-03-31 07:00:00,87.2,18.9,12.4
2016-03-31 08:00:00,78.7,18.3,9.8
2016-03-31 09:00:00,67.2,17.6,10.8
2016-03-31 10:00:00,81.5,20.4,14.6
2016-03-31 11:00:00,84.0,20.8,15.7
2016-03-31 12:00:00,75.1,20.0,15.1
2016-03-31 13:00:00,64.6,21.2,12.7
2016-03-31 14:00:00,73.7,22.6,14.9
2016-03-31 15:00:00,79.3,17.6,13.1
2016-03-31 16:00:00,71.3,15.7,10.4
2016-03-31 17:00:00,75.8,15.0,10.1
2016-03-31 18:00:00,100.8,24.5,15.5
2016-03-31 19:00:00,107.1,24.2,19.6
2016-03-31 20:00:00,113.5,24.8,20.7
2016-03-31 21:00:00,125.1,29.2,25.0
2016-03-31 22:00:00,128.2,29.8,24.8
2016-03-31 23:00:00,129.3,32.9,25.3
2016-04-01 00:00:00,112.9,30.3,25.7
2016-04-01 01:00:00,104.3,24.9,19.9
2016-04-01 02:00:00,95.7,26.5,21.3
2016-04-01 03:00:00,111.8,25.2,19.9
2016-04-01 04:00:00,120.0,24.1,19.0
2016-04-01 05:00:00,148.4,38.5,30.4
2016-04-01 06:00:00,177.4,37.3,27.0
2016-04-01 07:00:00,191.8,36.1,24.8
2016-04-01 08:00:00,169.2,39.7,25.3
2016-04-01 09:00:00,159.2,23.9,14.1
2016-04-01 10:00:00,151.4,31.0,22.6
2016-04-01 11:00:00,147.1,34.5,27.0
2016-04-01 12:00:00,115.8,28.3,15.8
2016-04-01 13:00:00,106.6,35.3,22.8
2016-04-01 14:00:00,112.0,28.5,15.8
2016-04-01 15:00:00,120.1,24.7,13.4
2016-04-01 16:00:00,115.3,24.7,14.5
2016-04-01 17:00:00,124.3,25.5,16.7
2016-04-01 18:00:00,114.1,27.1,16.7
2016-04-01 19:00:00,126.1,31.5,22.3
2016-04-01 20:00:00,108.9,26.7,18.5
2016-04-01 21:00:00,124.5,35.5,28.2
2016-04-01 22:00:00,126.6,34.8,27.9
2016-04-01 23:00:00,121.4,23.9,17.7
2016-04-02 00:00:00,96.6,24.2,18.8
2016-04-02 01:00:00,91.8,21.0,16.7
2016-04-02 02:00:00,67.5,16.3,11.7
2016-04-02 03:00:00,62.7,18.8,13.9
2016-04-02 04:00:00,78.7,26.1,19.7
2016-04-02 05:00:00,93.2,27.0,21.1
2016-04-02 06:00:00,116.8,30.1,21.2
2016-04-02 07:00:00,110.5,33.5,22.1
2016-04-02 08:00:00,116.5,35.4,24.1
2016-04-02 09:00:00,115.1,27.8,18.2
2016-04-02 10:00:00,122.8,22.1,13.9
2016-04-02 11:00:00,124.2,27.8,20.6
2016-04-02 12:00:00,137.3,29.2,21.3
2016-04-02 13:00:00,114.5,25.7,18.0
2016-04-02 14:00:00,130.6,25.4,17.5
2016-04-02 15:00:00,134.9,23.3,16.8
2016-04-02 16:00:00,122.5,30.2,25.1
2016-04-02 17:00:00,135.1,28.4,24.2
2016-04-02 18:00:00,126.0,34.9,29.7
2016-04-02 19:00:00,115.4,44.1,41.7
2016-04-02 20:00:00,84.0,34.5,33.2
2016-04-02 21:00:00,81.6,33.3,33.1
2016-04-02 22:00:00,86.1,38.7,38.7
2016-04-02 23:00:00,99.5,38.6,36.4
2016-04-03 00:00:00,88.2,38.3,37.3
2016-04-03 01:00:00,78.9,29.4,27.7
2016-04-03 02:00:00,47.7,18.3,17.8
2016-04-03 03:00:00,50.6,19.4,18.5
2016-04-03 04:00:00,45.8,20.6,19.0
2016-04-03 05:00:00,61.4,29.3,27.2
2016-04-03 06:00:00,67.3,27.4,25.3
2016-04-03 07:00:00,70.0,35.2,30.0
2016-04-03 08:00:00,71.4,36.6,30.3
2016-04-03 09:00:00,87.0,38.3,29.2
2016-04-03 10:00:00,89.9,32.5,27.6
2016-04-03 11:00:00,115.2,29.1,23.3
2016-04-03 12:00:00,112.7,35.3,28.9
2016-04-03 13:00:00,110.3,26.5,20.9
2016-04-03 14:00:00,113.1,29.1,24.2
2016-04-03 15:00:00,100.0,25.5,19.5
2016-04-03 16:00:00,96.3,22.5,16.7
2016-04-03 17:00:00,98.1,22.0,16.1
2016-04-03 18:00:00,103.3,25.5,20.2
2016-04-03 19:00:00,92.5,35.0,32.9
2016-04-03 20:00:00,100.4,36.0,31.0
2016-04-03 21:00:00,100.4,41.4,38.7
2016-04-03 22:00:00,103.6,29.0,24.7
2016-04-03 23:00:00,77.7,29.2,23.2
2016-04-04 00:00:00,69.1,23.7,20.1
2016-04-04 01:00:00,53.8,15.2,12.6
2016-04-04 02:00:00,44.7,15.9,11.7
2016-04-04 03:00:00,58.0,19.8,15.4
2016-04-04 04:00:00,72.0,18.3,10.9
2016-04-04 05:00:00,132.5,24.3,13.9
2016-04-04 06:00:00,159.8,34.9,25.6
2016-04-04 07:00:00,162.5,35.6,22.9
2016-04-04 08:00:00,164.1,30.3,18.5
2016-04-04 09:00:00,143.1,28.7,19.1
2016-04-04 10:00:00,142.9,20.2,8.2
2016-04-04 11:00:00,142.4,23.8,16.1
2016-04-04 12:00:00,114.6,29.4,21.5
2016-04-04 13:00:00,109.6,22.0,9.7
2016-04-04 14:00:00,115.1,23.0,9.8
2016-04-04 15:00:00,126.2,27.8,19.7
2016-04-04 16:00:00,143.5,21.6,16.2
2016-04-04 17:00:00,121.2,20.8,15.4
2016-04-04 18:00:00,122.2,19.7,13.2
2016-04-04 19:00:00,121.1,27.3,16.0
2016-04-04 20:00:00,109.4,29.0,16.5
2016-04-04 21:00:00,112.1,29.4,16.6
2016-04-04 22:00:00,98.1,32.3,15.4
2016-04-04 23:00:00,79.5,30.5,12.4
2016-04-05 00:00:00,65.8,37.5,10.4
2016-04-05 01:00:00,56.7,20.9,6.7
2016-04-05 02:00:00,59.5,20.7,11.1
2016-04-05 03:00:00,66.6,18.6,11.3
2016-04-05 04:00:00,76.1,28.2,12.3
2016-04-05 05:00:00,112.5,33.7,20.0
2016-04-05 06:00:00,104.5,33.3,21.7
2016-04-05 07:00:00,119.2,29.8,20.7
2016-04-05 08:00:00,116.1,28.9,18.2
2016-04-05 09:00:00,103.9,18.8,12.3
2016-04-05 10:00:00,70.8,0.0,0.0
2016-04-05 11:00:00,103.5,11.5,7.2
2016-04-05 12:00:00,96.2,18.6,15.1
2016-04-05 13:00:00,55.8,15.6,11.2
2016-04-05 14:00:00,66.6,13.4,7.2
2016-04-05 15:00:00,55.1,7.7,3.1
2016-04-05 16:00:00,38.5,9.0,5.3
2016-04-05 17:00:00,44.1,12.0,8.9
2016-04-05 18:00:00,48.7,8.4,4.1
2016-04-05 19:00:00,76.1,9.4,3.7
2016-04-05 20:00:00,79.7,18.8,11.5
2016-04-05 21:00:00,90.3,19.1,12.1
2016-04-05 22:00:00,109.5,24.4,16.7
2016-04-05 23:00:00,88.8,18.7,14.1
2016-04-06 00:00:00,63.0,11.0,7.9
2016-04-06 01:00:00,50.6,8.3,5.1
2016-04-06 02:00:00,47.7,8.9,5.7
2016-04-06 03:00:00,47.4,9.6,5.3
2016-04-06 04:00:00,65.7,11.7,6.1
2016-04-06 05:00:00,112.4,15.7,9.0
2016-04-06 06:00:00,123.4,19.7,11.6
2016-04-06 07:00:00,129.7,21.2,15.3
2016-04-06 08:00:00,147.9,25.1,20.2
2016-04-06 09:00:00,132.0,21.9,18.1
2016-04-06 10:00:00,112.4,21.4,14.8
2016-04-06 11:00:00,108.6,13.5,3.5
2016-04-06 12:00:00,120.8,15.3,10.0
2016-04-06 13:00:00,63.9,8.1,4.7
2016-04-06 14:00:00,85.6,11.1,3.6
2016-04-06 15:00:00,89.8,18.6,9.7
2016-04-06 16:00:00,92.3,18.5,8.5
2016-04-06 17:00:00,83.8,18.4,9.1
2016-04-06 18:00:00,89.3,16.8,10.1
2016-04-06 19:00:00,87.2,18.2,11.1
2016-04-06 20:00:00,88.0,17.8,9.8
2016-04-06 21:00:00,96.8,16.8,8.9
2016-04-06 22:00:00,104.1,19.9,11.1
2016-04-06 23:00:00,77.7,18.1,10.0
2016-04-07 00:00:00,51.7,13.1,6.2
2016-04-07 01:00:00,48.6,11.8,6.5
2016-04-07 02:00:00,48.5,11.5,6.2
2016-04-07 03:00:00,55.1,12.1,6.8
2016-04-07 04:00:00,65.6,13.2,6.8
2016-04-07 05:00:00,94.7,16.5,8.8
2016-04-07 06:00:00,103.3,21.3,12.0
2016-04-07 07:00:00,105.5,24.4,14.9
2016-04-07 08:00:00,94.4,23.4,12.9
2016-04-07 09:00:00,95.1,17.6,10.8
2016-04-07 10:00:00,90.5,18.6,11.6
2016-04-07 11:00:00,82.2,16.0,10.4
2016-04-07 12:00:00,78.2,10.8,8.8
2016-04-07 13:00:00,107.5,18.2,16.6
2016-04-07 14:00:00,88.7,16.4,13.6
2016-04-07 15:00:00,73.5,23.9,12.3
2016-04-07 16:00:00,62.8,9.1,5.0
2016-04-07 17:00:00,108.0,23.5,20.7
2016-04-07 18:00:00,66.6,37.7,42.6
2016-04-07 19:00:00,69.7,14.4,12.8
2016-04-07 20:00:00,86.7,15.2,10.1
2016-04-07 21:00:00,111.6,20.7,12.6
2016-04-07 22:00:00,118.0,21.2,14.2
2016-04-07 23:00:00,86.0,23.1,14.2
2016-04-08 00:00:00,70.9,19.1,14.4
2016-04-08 01:00:00,59.8,12.0,9.3
2016-04-08 02:00:00,65.3,11.7,8.3
2016-04-08 03:00:00,71.5,12.5,8.5
2016-04-08 04:00:00,80.3,16.1,11.1
2016-04-08 05:00:00,86.5,16.2,13.0
2016-04-08 06:00:00,93.6,19.2,13.2
2016-04-08 07:00:00,106.1,29.0,18.1
2016-04-08 08:00:00,123.9,44.2,31.7
2016-04-08 09:00:00,86.9,30.5,20.4
2016-04-08 10:00:00,85.2,24.2,15.5
2016-04-08 11:00:00,112.1,20.1,13.8
2016-04-08 12:00:00,122.0,23.7,15.0
2016-04-08 13:00:00,98.9,19.0,12.5
2016-04-08 14:00:00,124.1,23.9,14.5
2016-04-08 15:00:00,140.0,31.7,17.1
2016-04-08 16:00:00,136.8,29.4,17.4
2016-04-08 17:00:00,153.7,21.6,15.8
2016-04-08 18:00:00,140.7,20.6,11.4
2016-04-08 19:00:00,127.1,25.8,16.4
2016-04-08 20:00:00,121.5,34.1,23.6
2016-04-08 21:00:00,117.7,25.5,15.4
2016-04-08 22:00:00,109.4,20.4,11.6
2016-04-08 23:00:00,84.2,20.2,11.6
2016-04-09 00:00:00,83.2,18.9,9.7
2016-04-09 01:00:00,72.1,18.1,7.3
2016-04-09 02:00:00,64.9,16.4,8.3
2016-04-09 03:00:00,51.4,13.5,7.1
2016-04-09 04:00:00,55.6,5.8,2.2
2016-04-09 05:00:00,69.8,10.0,7.8
2016-04-09 06:00:00,80.7,9.0,6.5
2016-04-09 07:00:00,104.9,14.1,9.8
2016-04-09 08:00:00,145.6,17.8,11.7
2016-04-09 09:00:00,115.8,13.4,8.8
2016-04-09 10:00:00,109.1,20.1,12.7
2016-04-09 11:00:00,93.9,19.5,11.1
2016-04-09 12:00:00,113.7,23.6,13.7
2016-04-09 13:00:00,122.3,27.4,17.1
2016-04-09 14:00:00,118.9,26.6,16.8
2016-04-09 15:00:00,109.5,18.9,13.1
2016-04-09 16:00:00,120.8,10.4,4.1
2016-04-09 17:00:00,107.6,11.4,6.6
2016-04-09 18:00:00,89.9,16.1,12.6
2016-04-09 19:00:00,84.8,11.3,8.6
2016-04-09 20:00:00,99.7,12.9,10.1
2016-04-09 21:00:00,119.2,15.9,12.2
2016-04-09 22:00:00,125.4,16.6,10.9
2016-04-09 23:00:00,136.9,22.6,14.2
2016-04-10 00:00:00,134.4,22.6,12.8
2016-04-10 01:00:00,111.6,18.6,9.4
2016-04-10 02:00:00,117.8,20.5,11.9
2016-04-10 03:00:00,105.6,18.5,10.1
2016-04-10 04:00:00,85.9,14.4,7.0
2016-04-10 05:00:00,91.5,15.7,7.7
2016-04-10 06:00:00,87.6,17.3,8.7
2016-04-10 07:00:00,84.1,17.5,7.5
2016-04-10 08:00:00,63.9,17.2,7.2
2016-04-10 09:00:00,70.8,16.0,7.6
2016-04-10 10:00:00,70.2,12.1,3.1
2016-04-10 11:00:00,66.8,13.8,5.2
2016-04-10 12:00:00,77.9,14.7,4.9
2016-04-10 13:00:00,71.0,14.5,6.1
2016-04-10 14:00:00,65.2,18.5,11.8
2016-04-10 15:00:00,59.3,21.7,14.0
2016-04-10 16:00:00,67.4,19.3,12.5
2016-04-10 17:00:00,73.2,19.0,10.8
2016-04-10 18:00:00,77.2,21.4,13.5
2016-04-10 19:00:00,67.6,24.3,17.4
2016-04-10 20:00:00,61.5,20.5,12.4
2016-04-10 21:00:00,70.2,21.9,12.4
2016-04-10 22:00:00,74.1,21.7,12.2
2016-04-10 23:00:00,66.5,26.4,17.7
2016-04-11 00:00:00,50.7,28.0,21.9
2016-04-11 01:00:00,35.1,28.5,21.4
2016-04-11 02:00:00,39.3,31.5,25.7
2016-04-11 03:00:00,47.7,34.9,28.5
2016-04-11 04:00:00,59.8,42.0,35.7
2016-04-11 05:00:00,80.6,42.6,35.3
2016-04-11 06:00:00,97.7,46.7,35.7
2016-04-11 07:00:00,108.7,39.1,29.0
2016-04-11 08:00:00,95.7,39.9,29.0
2016-04-11 09:00:00,85.6,42.5,32.0
2016-04-11 10:00:00,123.1,46.0,34.1
2016-04-11 11:00:00,101.1,41.7,28.7
2016-04-11 12:00:00,105.8,47.3,35.5
2016-04-11 13:00:00,131.0,54.2,42.2
2016-04-11 14:00:00,152.6,48.7,41.8
2016-04-11 15:00:00,136.7,49.1,45.0
2016-04-11 16:00:00,135.8,54.4,53.1
2016-04-11 17:00:00,146.3,53.2,52.6
2016-04-11 18:00:00,114.2,47.0,42.2
2016-04-11 19:00:00,119.1,36.6,22.6
2016-04-11 20:00:00,112.0,43.3,32.4
2016-04-11 21:00:00,97.5,34.1,23.4
2016-04-11 22:00:00,92.2,29.5,20.8
2016-04-11 23:00:00,79.5,26.9,15.5
2016-04-12 00:00:00,68.3,15.3,10.5
2016-04-12 01:00:00,50.1,13.0,9.5
2016-04-12 02:00:00,59.9,9.9,6.0
2016-04-12 03:00:00,71.0,10.2,6.3
2016-04-12 04:00:00,86.3,15.2,9.6
2016-04-12 05:00:00,116.1,18.6,13.0
2016-04-12 06:00:00,154.9,21.1,14.7
2016-04-12 07:00:00,154.5,24.1,14.8
2016-04-12 08:00:00,164.2,38.7,24.6
2016-04-12 09:00:00,140.6,45.1,26.6
2016-04-12 10:00:00,142.0,24.4,14.2
2016-04-12 11:00:00,127.4,19.4,11.7
2016-04-12 12:00:00,127.2,19.3,13.3
2016-04-12 13:00:00,129.6,25.3,17.2
2016-04-12 14:00:00,123.8,24.2,15.5
2016-04-12 15:00:00,136.3,25.8,18.6
2016-04-12 16:00:00,119.0,27.3,16.6
2016-04-12 17:00:00,131.1,30.2,19.3
2016-04-12 18:00:00,127.8,30.9,20.0
2016-04-12 19:00:00,112.8,29.7,19.4
2016-04-12 20:00:00,127.6,34.5,23.1
2016-04-12 21:00:00,115.6,19.3,9.4
2016-04-12 22:00:00,104.8,22.6,15.6
2016-04-12 23:00:00,90.7,31.5,20.6
2016-04-13 00:00:00,84.8,17.8,13.8
2016-04-13 01:00:00,85.3,14.2,9.0
2016-04-13 02:00:00,91.8,19.1,14.1
2016-04-13 03:00:00,78.9,16.6,12.6
2016-04-13 04:00:00,78.6,15.8,14.3
2016-04-13 05:00:00,121.6,29.6,23.0
2016-04-13 06:00:00,130.5,33.2,25.2
2016-04-13 07:00:00,137.2,41.4,34.1
2016-04-13 08:00:00,174.5,27.3,17.2
2016-04-13 09:00:00,125.7,27.7,17.1
2016-04-13 10:00:00,131.5,20.3,14.5
2016-04-13 11:00:00,105.5,21.8,15.8
2016-04-13 12:00:00,103.4,16.8,10.3
2016-04-13 13:00:00,91.5,14.0,7.6
2016-04-13 14:00:00,114.3,24.9,12.6
2016-04-13 15:00:00,90.2,17.6,10.7
2016-04-13 16:00:00,67.4,16.3,10.3
2016-04-13 17:00:00,158.1,27.2,19.0
2016-04-13 18:00:00,130.0,21.1,13.9
2016-04-13 19:00:00,140.4,26.7,15.9
2016-04-13 20:00:00,120.7,25.2,17.8
2016-04-13 21:00:00,119.2,22.7,15.0
2016-04-13 22:00:00,133.3,33.8,22.9
2016-04-13 23:00:00,78.2,16.5,13.3
2016-04-14 00:00:00,113.8,14.5,9.1
2016-04-14 01:00:00,83.4,14.8,10.5
2016-04-14 02:00:00,70.7,17.7,14.1
2016-04-14 03:00:00,80.0,25.9,20.9
2016-04-14 04:00:00,93.8,32.9,27.0
2016-04-14 05:00:00,139.1,42.4,30.4
2016-04-14 06:00:00,143.5,32.6,24.9
2016-04-14 07:00:00,103.7,31.8,26.6
2016-04-14 08:00:00,119.2,31.0,21.4
2016-04-14 09:00:00,137.3,36.5,24.1
2016-04-14 10:00:00,159.5,38.8,25.0
2016-04-14 11:00:00,177.5,32.6,23.3
2016-04-14 12:00:00,179.5,27.4,20.0
2016-04-14 13:00:00,166.8,34.5,29.2
2016-04-14 14:00:00,153.0,33.2,22.6
2016-04-14 15:00:00,142.6,37.8,22.5
2016-04-14 16:00:00,127.8,23.9,13.8
2016-04-14 17:00:00,147.6,32.0,18.9
2016-04-14 18:00:00,155.1,29.7,18.6
2016-04-14 19:00:00,147.2,26.3,16.7
2016-04-14 20:00:00,158.4,20.8,13.0
2016-04-14 21:00:00,143.2,19.0,11.5
2016-04-14 22:00:00,152.2,23.6,19.3
2016-04-14 23:00:00,123.2,16.5,13.6
2016-04-15 00:00:00,99.7,15.1,12.1
2016-04-15 01:00:00,82.9,10.3,7.4
2016-04-15 02:00:00,105.5,10.5,7.0
2016-04-15 03:00:00,91.2,10.2,7.1
2016-04-15 04:00:00,107.5,15.3,10.9
2016-04-15 05:00:00,110.2,19.5,17.3
2016-04-15 06:00:00,109.9,18.5,16.3
2016-04-15 07:00:00,127.3,23.0,18.1
2016-04-15 08:00:00,122.5,30.5,26.0
2016-04-15 09:00:00,138.1,17.0,11.8
2016-04-15 10:00:00,111.0,32.7,28.5
2016-04-15 11:00:00,106.6,16.8,12.2
2016-04-15 12:00:00,151.6,28.7,25.6
2016-04-15 13:00:00,108.1,18.9,18.2
2016-04-15 14:00:00,126.6,14.9,12.1
2016-04-15 15:00:00,147.2,22.8,21.3
2016-04-15 16:00:00,89.9,12.8,12.0
2016-04-15 17:00:00,105.1,15.3,14.1
2016-04-15 18:00:00,100.1,13.6,11.5
2016-04-15 19:00:00,62.8,11.6,11.0
2016-04-15 20:00:00,49.1,14.3,14.7
2016-04-15 21:00:00,42.9,10.0,10.0
2016-04-15 22:00:00,57.6,11.0,8.9
2016-04-15 23:00:00,74.6,12.6,12.0
2016-04-16 00:00:00,31.0,10.3,9.7
2016-04-16 01:00:00,26.2,11.9,11.3
2016-04-16 02:00:00,22.3,6.5,5.9
2016-04-16 03:00:00,17.5,3.9,3.5
2016-04-16 04:00:00,19.3,5.1,4.5
2016-04-16 05:00:00,27.3,6.7,6.0
2016-04-16 06:00:00,63.1,15.9,14.4
2016-04-16 07:00:00,52.3,17.1,15.7
2016-04-16 08:00:00,29.6,8.4,7.3
2016-04-16 09:00:00,38.4,8.0,6.7
2016-04-16 10:00:00,32.3,6.5,5.0
2016-04-16 11:00:00,36.3,10.3,8.6
2016-04-16 12:00:00,48.3,8.0,6.5
2016-04-16 13:00:00,43.2,10.8,9.0
2016-04-16 14:00:00,50.0,8.3,5.0
2016-04-16 15:00:00,40.7,12.3,10.2
2016-04-16 16:00:00,35.7,6.6,5.1
2016-04-16 17:00:00,31.1,5.5,5.6
2016-04-16 18:00:00,44.1,6.6,5.2
2016-04-16 19:00:00,68.8,9.8,9.5
2016-04-16 20:00:00,89.1,9.6,9.3
2016-04-16 21:00:00,64.6,10.3,9.7
2016-04-16 22:00:00,41.2,6.4,5.6
2016-04-16 23:00:00,48.7,6.7,6.1
2016-04-17 00:00:00,48.1,5.1,4.2
2016-04-17 01:00:00,40.3,4.6,4.2
2016-04-17 02:00:00,49.7,6.7,6.1
2016-04-17 03:00:00,39.4,5.7,5.1
2016-04-17 04:00:00,28.6,6.7,7.0
2016-04-17 05:00:00,35.9,8.0,7.4
2016-04-17 06:00:00,67.2,15.6,15.6
2016-04-17 07:00:00,48.0,21.8,18.9
2016-04-17 08:00:00,41.2,9.4,8.9
2016-04-17 09:00:00,29.0,14.5,10.2
2016-04-17 10:00:00,31.6,71.5,6.5
2016-04-17 11:00:00,39.3,12.9,5.6
2016-04-17 12:00:00,35.6,12.7,10.3
2016-04-17 13:00:00,37.2,11.5,10.0
2016-04-17 14:00:00,40.6,4.9,5.4
2016-04-17 15:00:00,50.1,17.5,11.4
2016-04-17 16:00:00,50.0,10.0,5.0
2016-04-17 17:00:00,54.1,14.1,10.4
2016-04-17 18:00:00,78.4,31.9,11.1
2016-04-17 19:00:00,99.6,11.4,10.7
2016-04-17 20:00:00,105.7,13.4,11.6
2016-04-17 21:00:00,117.5,21.2,19.9
2016-04-17 22:00:00,113.8,10.5,18.6
2016-04-17 23:00:00,110.4,17.7,14.7
2016-04-18 00:00:00,91.0,16.4,14.5
2016-04-18 01:00:00,74.3,12.8,12.5
2016-04-18 02:00:00,73.4,24.5,13.2
2016-04-18 03:00:00,69.1,22.7,13.9
2016-04-18 04:00:00,90.1,13.9,12.7
2016-04-18 05:00:00,122.3,21.5,20.5
2016-04-18 06:00:00,103.9,18.5,18.2
2016-04-18 07:00:00,144.0,29.3,28.0
2016-04-18 08:00:00,140.1,31.7,24.0
2016-04-18 09:00:00,97.1,23.4,16.5
2016-04-18 10:00:00,77.8,16.6,10.9
2016-04-18 11:00:00,96.8,15.4,10.4
2016-04-18 12:00:00,81.6,16.0,10.5
2016-04-18 13:00:00,93.0,19.3,14.0
2016-04-18 14:00:00,84.0,19.0,9.5
2016-04-18 15:00:00,94.7,21.8,14.3
2016-04-18 16:00:00,96.0,23.5,17.7
2016-04-18 17:00:00,111.4,31.4,25.2
2016-04-18 18:00:00,107.5,22.4,14.6
2016-04-18 19:00:00,102.1,22.9,15.9
2016-04-18 20:00:00,97.7,20.0,13.5
2016-04-18 21:00:00,118.3,24.0,17.4
2016-04-18 22:00:00,92.2,20.5,13.6
2016-04-18 23:00:00,75.1,15.9,11.6
2016-04-19 00:00:00,65.1,15.2,10.6
2016-04-19 01:00:00,50.9,16.1,12.2
2016-04-19 02:00:00,44.6,11.3,7.2
2016-04-19 03:00:00,39.7,10.0,7.1
2016-04-19 04:00:00,33.1,8.1,4.2
2016-04-19 05:00:00,49.9,10.5,7.6
2016-04-19 06:00:00,66.0,11.3,6.3
2016-04-19 07:00:00,90.6,27.2,20.7
2016-04-19 08:00:00,60.5,17.5,9.3
2016-04-19 09:00:00,58.3,13.5,6.4
2016-04-19 10:00:00,59.6,16.3,11.7
2016-04-19 11:00:00,75.5,21.4,16.0
2016-04-19 13:00:00,86.2,12.7,4.9
2016-04-19 14:00:00,69.5,18.9,9.3
2016-04-19 15:00:00,87.8,24.2,15.3
2016-04-19 16:00:00,109.5,29.0,18.3
2016-04-19 17:00:00,110.2,28.0,17.7
2016-04-19 18:00:00,82.0,28.1,16.3
2016-04-19 19:00:00,69.8,26.6,12.0
2016-04-19 20:00:00,69.2,25.0,11.4
2016-04-19 21:00:00,69.8,24.6,12.4
2016-04-19 22:00:00,67.8,23.0,12.6
2016-04-19 23:00:00,58.3,21.8,11.4
2016-04-20 00:00:00,60.1,22.0,12.3
2016-04-20 01:00:00,49.8,15.2,5.8
2016-04-20 02:00:00,46.3,20.1,11.0
2016-04-20 03:00:00,59.1,20.0,10.5
2016-04-20 04:00:00,79.0,22.3,11.3
2016-04-20 05:00:00,115.6,32.6,18.4
2016-04-20 06:00:00,113.4,37.5,21.5
2016-04-20 07:00:00,120.4,36.3,21.5
2016-04-20 08:00:00,133.8,32.0,14.7
2016-04-20 09:00:00,103.4,30.7,15.2
2016-04-20 10:00:00,97.5,31.7,16.0
2016-04-20 11:00:00,112.3,40.5,23.7
2016-04-20 12:00:00,97.5,31.2,14.1
2016-04-20 13:00:00,94.7,28.0,14.0
2016-04-20 14:00:00,101.2,30.8,15.8
2016-04-20 15:00:00,105.1,29.5,16.6
2016-04-20 16:00:00,98.8,25.6,13.5
2016-04-20 17:00:00,95.5,21.9,10.3
2016-04-20 18:00:00,94.4,22.5,11.5
2016-04-20 19:00:00,83.2,26.4,16.6
2016-04-20 20:00:00,87.1,27.1,15.7
2016-04-20 21:00:00,80.8,25.6,14.9
2016-04-20 22:00:00,89.8,28.8,15.9
2016-04-20 23:00:00,82.3,25.7,13.0
2016-04-21 00:00:00,66.0,25.7,15.2
2016-04-21 01:00:00,55.4,22.0,11.9
2016-04-21 02:00:00,54.7,21.5,10.6
2016-04-21 03:00:00,54.1,25.0,14.3
2016-04-21 04:00:00,61.9,28.9,16.4
2016-04-21 05:00:00,89.3,30.2,15.7
2016-04-21 06:00:00,100.7,34.8,18.6
2016-04-21 07:00:00,106.3,39.9,23.4
2016-04-21 08:00:00,108.9,40.7,23.2
2016-04-21 09:00:00,92.5,42.4,23.8
2016-04-21 10:00:00,101.5,44.1,28.3
2016-04-21 11:00:00,101.9,39.9,24.3
2016-04-21 12:00:00,109.6,43.6,29.5
2016-04-21 13:00:00,111.8,36.3,22.9
2016-04-21 14:00:00,104.5,34.0,21.3
2016-04-21 15:00:00,106.4,34.1,20.8
2016-04-21 16:00:00,116.8,35.9,22.4
2016-04-21 17:00:00,117.1,26.3,16.9
2016-04-21 18:00:00,106.2,22.2,12.4
2016-04-21 19:00:00,102.2,27.6,17.5
2016-04-21 20:00:00,100.5,24.7,14.7
2016-04-21 21:00:00,112.5,29.6,19.6
2016-04-21 22:00:00,94.9,30.3,19.3
2016-04-21 23:00:00,68.3,24.8,15.5
2016-04-22 00:00:00,53.0,20.1,11.3
2016-04-22 01:00:00,35.6,17.0,9.5
2016-04-22 02:00:00,43.5,14.8,7.3
2016-04-22 03:00:00,48.4,13.8,6.6
2016-04-22 04:00:00,69.2,16.8,9.1
2016-04-22 05:00:00,112.5,25.4,15.1
2016-04-22 06:00:00,109.2,24.8,13.6
2016-04-22 07:00:00,101.1,33.3,20.2
2016-04-22 08:00:00,104.3,31.7,19.6
2016-04-22 09:00:00,110.4,36.2,22.2
